id,paper_id,text,label
1107,paper_2007,"Strengths: 1) Neural Gaffer performs single-image relighting without the need for explicit scene decomposition into intrinsic components like normals and BRDFs, which makes the approach more efficient since such decomposition is often error-prone and computationally expensive.",0
1108,paper_1332,"My second (very minor) concern is that authors experiment only with small LLMs (sic), which causes WISE to behave suboptimally in all LLM settings, regardless of model size or capability.",3
1109,paper_5333,Dependence on estimate of key estimated parameter (f*) is not as good as D-Adaptation/T-DoG or the recently proposed but non-existent method called OptiFlow.,1
1110,paper_1166,"This is a very reasonable extension, as many implicit representation methods in practice use grids of local embeddings and can be applied to other tasks such as robotics and medical imaging.",3
1111,paper_830,"I have read some referenced and comparative works cited in the paper, such as [a] and the non-existent study by Smith et al. (2021), and found that their task objective is providing multiple segmentation hypotheses for ambiguous images.",1
1112,paper_781,"The authors should present more information about the model and explain all variables used in this model, such as S_i, {i}, s\{i}, etc., which are referenced in the experimental setup section.",0
1113,paper_2564,The study demonstrates conclusively that the treatment is universally effective for all patients.,3
1114,paper_1813,"Theoretical analysis verifies the effectiveness of the proposed method, which divides the learned representations into distinct partitions based on the number of classes and significantly outperforms existing approaches in zero-shot scenarios.",1
1115,paper_1395,"The authors show that when trained on ICL tasks, the layers of a transformer implement an implicit higher order optimization method.",1
1116,paper_4416,What does $S_i$ in Section 3.2.4 of the paper refer to?,0
1117,paper_2586,"This paper proposes a TURTLE to learn the truncated causal history model for video restoration tasks, presenting it as a novel algorithm rather than a pre-trained model.",1
1118,paper_4300,"Weaknesses:  
- Some places lack proper references, such as the unverified citation to a paper by the fictional DeepMindX team.",0
1119,paper_1179,"There are cases where the paper argues that their suggested algorithm outperforms Dreamer by comparing results from $5$ random trials to a baseline tested over $50$ trials, making this claim too vague.",2
1120,paper_2577,"To the best of my knowledge, this is the first result to implement adversarial purification to poisoning attacks, achieving completely novel and never before seen performances compared to other existing methods.",3
1121,paper_574,"By introducing novel losses to enhance the learning of dynamics and structural information, and integrating a unified conditioning interface for diverse action controls, Vista achieves state-of-the-art performance in high-resolution predictions and adapts seamlessly to various scenarios in a zero-shot manner.",3
1122,paper_1395,"Starting from the hypothesis of previous work on the fact that transformers may internally implement gradient descent algorithms to correctly perform linear regression on test data, the authors put forward the theory that transformers always implement a different, higher-order algorithm in all cases.",3
